2.34100000000000e+003	1.01300000000000e+003
2.38100000000000e+003	9.73000000000000e+002
2.39600000000000e+003	1.05500000000000e+003
2.43100000000000e+003	1.01500000000000e+003
2.43800000000000e+003	1.10000000000000e+003
2.47600000000000e+003	1.06000000000000e+003
2.47600000000000e+003	1.14800000000000e+003
2.51800000000000e+003	1.11000000000000e+003
2.51800000000000e+003	1.20000000000000e+003
2.56300000000000e+003	1.17000000000000e+003
2.55300000000000e+003	1.25300000000000e+003
2.60800000000000e+003	1.22000000000000e+003
2.58300000000000e+003	1.31000000000000e+003
2.63800000000000e+003	1.28300000000000e+003
2.60600000000000e+003	1.35800000000000e+003
2.66100000000000e+003	1.33800000000000e+003
2.63100000000000e+003	1.40800000000000e+003
2.68600000000000e+003	1.39300000000000e+003
2.57700000000000e+003	2.11400000000000e+003
2.61400000000000e+003	2.13100000000000e+003
2.55900000000000e+003	2.15200000000000e+003
2.59700000000000e+003	2.16700000000000e+003
2.53000000000000e+003	2.19700000000000e+003
2.56700000000000e+003	2.22400000000000e+003
2.50400000000000e+003	2.24400000000000e+003
2.53700000000000e+003	2.26900000000000e+003
2.47400000000000e+003	2.27600000000000e+003
2.50400000000000e+003	2.31100000000000e+003
9.89000000000000e+002	2.29400000000000e+003
1.03000000000000e+003	2.26600000000000e+003
9.74000000000000e+002	2.26700000000000e+003
1.00700000000000e+003	2.24200000000000e+003
2.59600000000000e+003	2.07000000000000e+003
2.64100000000000e+003	2.09000000000000e+003
1.30600000000000e+003	2.57300000000000e+003
1.33600000000000e+003	2.52500000000000e+003
1.22100000000000e+003	2.52000000000000e+003
1.25600000000000e+003	2.47300000000000e+003
1.13600000000000e+003	2.46000000000000e+003
1.17300000000000e+003	2.40800000000000e+003
1.07800000000000e+003	2.39300000000000e+003
1.11300000000000e+003	2.35500000000000e+003
1.03600000000000e+003	2.34800000000000e+003
1.07300000000000e+003	2.31000000000000e+003
1.42600000000000e+003	2.61800000000000e+003
1.44100000000000e+003	2.57500000000000e+003
1.56300000000000e+003	2.65300000000000e+003
1.57100000000000e+003	2.61300000000000e+003
1.73600000000000e+003	2.66800000000000e+003
1.73600000000000e+003	2.62300000000000e+003
1.80800000000000e+003	2.66800000000000e+003
1.80800000000000e+003	2.62800000000000e+003
1.98300000000000e+003	2.63800000000000e+003
1.97300000000000e+003	2.60500000000000e+003
1.64100000000000e+003	2.66500000000000e+003
1.64100000000000e+003	2.62000000000000e+003
1.48800000000000e+003	2.63800000000000e+003
1.50300000000000e+003	2.59500000000000e+003