2.36100000000000e+003	9.92000000000000e+002
2.40300000000000e+003	9.62000000000000e+002
2.46100000000000e+003	1.07100000000000e+003
2.50800000000000e+003	1.04500000000000e+003
2.55600000000000e+003	1.17000000000000e+003
2.60600000000000e+003	1.14000000000000e+003
2.65600000000000e+003	1.31200000000000e+003
2.71300000000000e+003	1.29100000000000e+003
2.71600000000000e+003	1.43900000000000e+003
2.77400000000000e+003	1.42200000000000e+003
2.74000000000000e+003	2.14000000000000e+003
2.78800000000000e+003	2.16700000000000e+003
2.71300000000000e+003	2.31900000000000e+003
2.66700000000000e+003	2.30300000000000e+003
2.58100000000000e+003	2.43200000000000e+003
2.61800000000000e+003	2.45500000000000e+003
2.49000000000000e+003	2.53400000000000e+003
2.52400000000000e+003	2.56400000000000e+003
2.61100000000000e+003	1.24800000000000e+003
2.67100000000000e+003	1.21800000000000e+003
2.69300000000000e+003	1.38700000000000e+003
2.75000000000000e+003	1.36300000000000e+003
2.71600000000000e+003	2.20000000000000e+003
2.76300000000000e+003	2.21800000000000e+003
2.69000000000000e+003	2.24800000000000e+003
2.73900000000000e+003	2.27100000000000e+003
2.62400000000000e+003	2.37300000000000e+003
2.66900000000000e+003	2.39800000000000e+003
2.75500000000000e+003	2.07700000000000e+003
2.80800000000000e+003	2.09700000000000e+003