# righello piccolo
1.79200000000000e+003	1.64900000000000e+003
1.92300000000000e+003	1.65200000000000e+003
2.05300000000000e+003	1.65700000000000e+003
2.18700000000000e+003	1.65600000000000e+003
2.31800000000000e+003	1.65900000000000e+003
2.45100000000000e+003	1.66100000000000e+003
2.58300000000000e+003	1.66400000000000e+003
2.71300000000000e+003	1.66700000000000e+003
2.84600000000000e+003	1.67000000000000e+003
2.97800000000000e+003	1.67100000000000e+003
3.11000000000000e+003	1.67400000000000e+003
3.24200000000000e+003	1.67600000000000e+003
3.37500000000000e+003	1.68000000000000e+003
3.50600000000000e+003	1.68600000000000e+003
3.63900000000000e+003	1.68700000000000e+003