#freq v_in v_intermedio
303.6	50.4e-3	2.48
557.4	89.6e-3	4.48
1.07e3	168e-3	8.6
2.111e3	174e-3	8.60
5.400e3	128e-3	6.16
6.400e3	138e-3	6.64
8.204e3	150e-3	7.12
10.85e3	160e-3	7.44
20.10e3	174e-3	6.80
38.79e3	178e-3	4.80
82.23e3	178e-3	2.52
157.2e3	178e-3	1.38
351.3e3	184e-3	0.568
516.4e3	184e-3	.328
