#resistenza	v_out
213e3	614	677	662	605	589	680	698
148e3	430	417	425	421	440	392	405
55.0e3	167	172	177	168	165	184	178
269e3	726	743	689	805	738	789	756
217e3	601	573	594	630	699	688	638
675e3	1480	1489	1501	1473	1482	1506	1468
811e3	1703	1715	1718	1695	1720	1731	1703
458e3	1161	1240	1207	1147	1214	1198	1101
177e3	491	527	504	530	497	475	533
118e3	328	357	369	351	338	356	342
333e3	905	887	891	899	942	970	958
391e3	1043	1101	1120	1023	1040	1088	1120
