Record Length,2500,Points,-229.20000E-6,0.0,,Record Length,2500,Points,-229.20000E-6,160.00000E-3,
Sample Interval,200.00000E-9,s,-229.00000E-6,0.0,,Sample Interval,200.00000E-9,s,-229.00000E-6,160.00000E-3,
Trigger Point,1.1460E3,Samples,-228.80000E-6,0.0,,Trigger Point,1.1460E3,Samples,-228.80000E-6,160.00000E-3,
,,,-228.59999E-6,0.0,,,,,-228.59999E-6,160.00000E-3,
,,,-228.39999E-6,0.0,,,,,-228.39999E-6,160.00000E-3,
,,,-228.20001E-6,0.0,,,,,-228.20001E-6,160.00000E-3,
Source,CH1,,-228.00000E-6,0.0,,Source,CH2,,-228.00000E-6,160.00000E-3,
Vertical Units,Volts,,-227.80000E-6,0.0,,Vertical Units,Volts,,-227.80000E-6,160.00000E-3,
Vertical Scale,1.000,,-227.60000E-6,0.0,,Vertical Scale,1.000,,-227.60000E-6,160.00000E-3,
Vertical Offset,0,,-227.40000E-6,0.0,,Vertical Offset,0,,-227.40000E-6,160.00000E-3,
Horizontal Units,s,,-227.20000E-6,0.0,,Horizontal Units,s,,-227.20000E-6,160.00000E-3,
Horizontal Scale,50.00000E-6,,-227.00000E-6,0.0,,Horizontal Scale,50.00000E-6,,-227.00000E-6,160.00000E-3,
Pt Fmt,Y,,-226.80000E-6,0.0,,Pt Fmt,Y,,-226.80000E-6,160.00000E-3,
Yzero,-3.00000,,-226.59999E-6,0.0,,Yzero,-3.00000,,-226.59999E-6,160.00000E-3,
Probe Atten,10.0000,,-226.39999E-6,0.0,,Probe Atten,10.0000,,-226.39999E-6,160.00000E-3,
,,,-226.20001E-6,0.0,,,,,-226.20001E-6,160.00000E-3,
Note,TDS 1012C-EDU - 16:38:09   28/03/2017,,-226.00000E-6,0.0,,Note,TDS 1012C-EDU - 16:38:09   28/03/2017,,-226.00000E-6,160.00000E-3,
,,,-225.80000E-6,0.0,,,,,-225.80000E-6,160.00000E-3,
,,,-225.60000E-6,0.0,,,,,-225.60000E-6,160.00000E-3,
,,,-225.40000E-6,0.0,,,,,-225.40000E-6,160.00000E-3,
,,,-225.20000E-6,0.0,,,,,-225.20000E-6,160.00000E-3,
,,,-225.00000E-6,0.0,,,,,-225.00000E-6,160.00000E-3,
,,,-224.79999E-6,0.0,,,,,-224.79999E-6,160.00000E-3,
,,,-224.59999E-6,0.0,,,,,-224.59999E-6,160.00000E-3,
,,,-224.40001E-6,0.0,,,,,-224.40001E-6,160.00000E-3,
,,,-224.20000E-6,0.0,,,,,-224.20000E-6,160.00000E-3,
,,,-224.00000E-6,0.0,,,,,-224.00000E-6,160.00000E-3,
,,,-223.80000E-6,0.0,,,,,-223.80000E-6,160.00000E-3,
,,,-223.60000E-6,0.0,,,,,-223.60000E-6,160.00000E-3,
,,,-223.40000E-6,0.0,,,,,-223.40000E-6,160.00000E-3,
,,,-223.20000E-6,0.0,,,,,-223.20000E-6,160.00000E-3,
,,,-223.00000E-6,0.0,,,,,-223.00000E-6,160.00000E-3,
,,,-222.79999E-6,0.0,,,,,-222.79999E-6,160.00000E-3,
,,,-222.59999E-6,0.0,,,,,-222.59999E-6,160.00000E-3,
,,,-222.40001E-6,0.0,,,,,-222.40001E-6,160.00000E-3,
,,,-222.20000E-6,0.0,,,,,-222.20000E-6,160.00000E-3,
,,,-222.00000E-6,0.0,,,,,-222.00000E-6,160.00000E-3,
,,,-221.80000E-6,0.0,,,,,-221.80000E-6,160.00000E-3,
,,,-221.60000E-6,0.0,,,,,-221.60000E-6,160.00000E-3,
,,,-221.40000E-6,0.0,,,,,-221.40000E-6,160.00000E-3,
,,,-221.20000E-6,0.0,,,,,-221.20000E-6,160.00000E-3,
,,,-220.99999E-6,0.0,,,,,-220.99999E-6,160.00000E-3,
,,,-220.79999E-6,0.0,,,,,-220.79999E-6,160.00000E-3,
,,,-220.59999E-6,0.0,,,,,-220.59999E-6,160.00000E-3,
,,,-220.40000E-6,0.0,,,,,-220.40000E-6,160.00000E-3,
,,,-220.20000E-6,0.0,,,,,-220.20000E-6,160.00000E-3,
,,,-220.00000E-6,0.0,,,,,-220.00000E-6,160.00000E-3,
,,,-219.80000E-6,0.0,,,,,-219.80000E-6,160.00000E-3,
,,,-219.60000E-6,0.0,,,,,-219.60000E-6,160.00000E-3,
,,,-219.40000E-6,0.0,,,,,-219.40000E-6,160.00000E-3,
,,,-219.20000E-6,0.0,,,,,-219.20000E-6,160.00000E-3,
,,,-218.99999E-6,0.0,,,,,-218.99999E-6,160.00000E-3,
,,,-218.79999E-6,0.0,,,,,-218.79999E-6,160.00000E-3,
,,,-218.60001E-6,0.0,,,,,-218.60001E-6,160.00000E-3,
,,,-218.40000E-6,0.0,,,,,-218.40000E-6,160.00000E-3,
,,,-218.20000E-6,0.0,,,,,-218.20000E-6,160.00000E-3,
,,,-218.00000E-6,0.0,,,,,-218.00000E-6,160.00000E-3,
,,,-217.80000E-6,0.0,,,,,-217.80000E-6,160.00000E-3,
,,,-217.60000E-6,0.0,,,,,-217.60000E-6,160.00000E-3,
,,,-217.40000E-6,0.0,,,,,-217.40000E-6,160.00000E-3,
,,,-217.19999E-6,0.0,,,,,-217.19999E-6,160.00000E-3,
,,,-216.99999E-6,0.0,,,,,-216.99999E-6,160.00000E-3,
,,,-216.79999E-6,0.0,,,,,-216.79999E-6,160.00000E-3,
,,,-216.60000E-6,0.0,,,,,-216.60000E-6,160.00000E-3,
,,,-216.40000E-6,0.0,,,,,-216.40000E-6,160.00000E-3,
,,,-216.20000E-6,0.0,,,,,-216.20000E-6,160.00000E-3,
,,,-216.00000E-6,0.0,,,,,-216.00000E-6,160.00000E-3,
,,,-215.80000E-6,0.0,,,,,-215.80000E-6,160.00000E-3,
,,,-215.60000E-6,0.0,,,,,-215.60000E-6,160.00000E-3,
